customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService
CUST-00451,Female,No,Yes,Yes,64,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),212.6266842015622,13608.10778889998,No,No
CUST-00452,Female,Yes,No,No,137,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),269.254503781557,36887.86701807331,Yes,No
CUST-00453,Female,No,Yes,No,140,No,No,Yes,No,No,No,Two year,No,Mailed check,315.3099912602703,44143.39877643784,No,No
CUST-00454,Female,No,No,No,67,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.74772813899766,7420.097785312843,No,No
CUST-00455,Female,Yes,Yes,No,180,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,437.3085274808424,78715.53494655163,No,No
CUST-00456,Male,Yes,Yes,No,263,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),520.7662078862642,136961.51267408748,Yes,No
CUST-00457,Female,Yes,No,No,153,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,783.2243916125504,119833.33191672021,Yes,No
CUST-00458,Male,Yes,No,No,174,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,503.6607782405495,87636.97541385562,No,No
CUST-00459,Female,No,No,No,33,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,121.7835029401472,4018.8555970248576,No,No
CUST-00460,Female,Yes,No,No,124,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,123.29789699892538,15288.939227866747,Yes,No
CUST-00461,Female,Yes,No,No,76,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),158.40391118207887,12038.697249837995,Yes,No
CUST-00462,Female,No,Yes,Yes,48,No,No,No,No,Yes,No,One year,No,Mailed check,204.64666894071306,9823.040109154226,No,No
CUST-00463,Female,No,Yes,No,117,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),584.9861685287642,68443.38171786541,No,No
CUST-00464,Female,Yes,No,No,362,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,681.3152884122312,246636.1344052277,No,No
CUST-00465,Male,Yes,No,No,133,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.1583359229237,6804.058677748852,Yes,No
CUST-00466,Male,No,Yes,No,84,No,No,No,No,No,No,Month-to-month,No,Electronic check,447.3380778958372,37576.398543250325,No,No
CUST-00467,Female,Yes,Yes,No,60,No,No,No,No,No,Yes,One year,No,Credit card (automatic),323.4523105877412,19407.13863526447,Yes,No
CUST-00468,Female,Yes,Yes,No,48,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),438.59357330534925,21052.491518656763,No,No
CUST-00469,Female,No,No,No,50,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),522.7301916836718,26136.50958418359,Yes,No
CUST-00470,Male,Yes,No,No,482,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,617.2636744321223,297521.09107628296,No,No
CUST-00471,Male,Yes,No,No,64,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,377.01499784334055,24128.959861973795,Yes,No
CUST-00472,Female,Yes,No,No,74,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),503.3913954897933,37250.963266244704,No,No
CUST-00473,Female,No,No,No,191,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),60.196364755666195,11497.505668332244,Yes,No
CUST-00474,Male,No,No,No,121,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),197.6182123587102,23911.803695403934,Yes,No
CUST-00475,Female,No,Yes,No,0,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,308.02314684947765,0.0,No,No
CUST-00476,Female,No,No,No,62,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),173.01000311942252,10726.620193404196,No,No
CUST-00477,Female,Yes,No,No,61,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.053203052862116,2260.2453862245893,Yes,No
CUST-00478,Female,No,Yes,Yes,69,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),201.06502232476947,13873.486540409094,No,No
CUST-00479,Female,No,No,No,26,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),478.7356822248124,12447.127737845123,No,No
CUST-00480,Female,No,No,Yes,128,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),46.503144932648915,5952.402551379061,No,No
CUST-00481,Female,No,Yes,No,19,No,No,No,No,No,No,One year,No,Credit card (automatic),586.9488143133656,11152.027471953947,Yes,No
CUST-00482,Male,Yes,No,Yes,39,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),241.3092862497235,9411.062163739216,No,No
CUST-00483,Male,No,Yes,Yes,21,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),402.5712186096172,8453.99559080196,No,No
CUST-00484,Male,No,No,Yes,276,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,635.9183240045578,175513.45742525795,No,No
CUST-00485,Female,Yes,No,Yes,33,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),52.95595093361276,1747.546380809221,Yes,No
CUST-00486,Female,No,Yes,Yes,129,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),272.4428141763725,35145.12302875205,No,No
CUST-00487,Female,No,Yes,No,225,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,410.5067507966348,92364.01892924283,Yes,No
CUST-00488,Male,Yes,Yes,Yes,62,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),81.26808077762414,5038.621008212696,No,No
CUST-00489,Female,No,No,Yes,93,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,251.487974966146,23388.381671851577,No,No
CUST-00490,Female,No,Yes,No,85,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),512.1005631018086,43528.54786365373,No,No
CUST-00491,Female,Yes,No,No,89,No,No,No,Yes,No,No,One year,No,Electronic check,610.5170818957196,54336.02028871904,No,No
CUST-00492,Female,No,No,No,111,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),350.3466373692193,38888.476747983346,Yes,No
CUST-00493,Female,No,No,Yes,172,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,202.9176839243311,34901.84163498495,No,No
CUST-00494,Female,No,No,No,89,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),306.5372038116062,27281.811139232952,Yes,No
CUST-00495,Female,No,Yes,No,10,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),466.32809538309755,4663.280953830976,No,No
CUST-00496,Female,No,Yes,No,99,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),216.75447378149403,21458.69290436791,No,No
CUST-00497,Male,Yes,No,No,378,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),491.99373016070626,185973.63000074695,Yes,No
CUST-00498,Female,Yes,No,Yes,21,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),405.39733249046407,8513.343982299746,Yes,No
CUST-00499,Female,No,Yes,Yes,197,No,No,Yes,No,Yes,No,Two year,No,Mailed check,118.93338624361908,23429.87708999296,No,No
CUST-00500,Female,Yes,Yes,Yes,24,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),358.78703766472273,8610.888903953346,No,No
CUST-00501,Female,Yes,Yes,No,158,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,572.3338694822496,90428.75137819543,No,No
CUST-00502,Female,No,No,Yes,96,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),373.5215156601555,35858.06550337493,No,No
CUST-00503,Female,No,Yes,No,44,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.08475631080431,3699.7292776753898,No,No
CUST-00504,Female,Yes,No,No,195,Yes,No,No,No,No,No,One year,Yes,Mailed check,632.0752702221167,123254.67769331275,No,No
CUST-00505,Male,No,Yes,Yes,96,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.13433731130334,7596.896381885121,No,No
CUST-00506,Female,Yes,No,No,303,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,613.5923666618332,185918.48709853546,No,No
CUST-00507,Female,No,Yes,No,171,Yes,No,Yes,No,No,No,One year,No,Mailed check,494.9398642466979,84634.71678618534,No,No
CUST-00508,Female,Yes,No,Yes,11,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,163.6712359993554,1800.3835959929092,No,No
CUST-00509,Male,Yes,Yes,No,51,Yes,No,No,No,No,No,One year,No,Mailed check,630.2003311393447,32140.21688810658,No,No
CUST-00510,Female,No,No,Yes,63,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),47.072872135843845,2965.5909445581624,No,No
CUST-00511,Male,Yes,Yes,No,101,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),197.511756858093,19948.687442667393,No,No
CUST-00512,Female,No,No,No,39,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,60.52648868891568,2360.5330588677116,No,No
CUST-00513,Male,Yes,No,Yes,97,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),75.65539240566711,7338.5730633497105,Yes,No
CUST-00514,Female,Yes,No,No,275,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.12102751063282,10208.282565424026,Yes,No
CUST-00515,Female,Yes,Yes,No,75,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,380.0469331709633,28503.51998782225,No,No
CUST-00516,Female,No,No,Yes,139,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),342.24380620181466,47571.889062052236,No,No
CUST-00517,Male,No,Yes,Yes,212,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),239.26157997539016,50723.45495478271,No,No
CUST-00518,Female,Yes,No,No,201,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),611.5316312506219,122917.857881375,No,No
CUST-00519,Female,No,No,Yes,200,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),397.93431911416604,79586.86382283321,No,No
CUST-00520,Male,Yes,No,No,155,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),335.04951875821547,51932.6754075234,No,No
CUST-00521,Female,Yes,Yes,No,10,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,462.56378774876896,4625.637877487689,No,No
CUST-00522,Female,Yes,No,Yes,354,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),124.98044834428093,44243.078713875446,Yes,No
CUST-00523,Female,Yes,No,No,17,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,347.57501641698644,5908.77527908877,Yes,No
CUST-00524,Male,No,Yes,Yes,225,No,No,No,No,Yes,No,One year,No,Electronic check,55.29144024348892,12440.574054785007,No,No
CUST-00525,Female,No,Yes,No,99,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),173.83708741749982,17209.87165433248,No,No
CUST-00526,Female,Yes,No,Yes,90,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),419.33719468979695,37740.34752208173,No,No
CUST-00527,Female,No,Yes,No,248,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),428.9872996601026,106388.85031570545,Yes,No
CUST-00528,Female,No,Yes,No,11,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),326.9947544956119,3596.942299451731,No,No
CUST-00529,Female,Yes,No,No,390,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),623.4164087777452,243132.39942332063,No,No
CUST-00530,Female,No,Yes,No,305,No,No,No,No,Yes,No,One year,No,Electronic check,538.8118487338342,164337.61386381942,No,No
CUST-00531,Female,No,Yes,Yes,303,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,245.5781882459618,74410.19103852642,No,No
CUST-00532,Female,Yes,No,No,42,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),69.56850158979924,2921.877066771568,Yes,No
CUST-00533,Male,Yes,No,No,207,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,554.4055062147582,114761.93978645495,No,No
CUST-00534,Male,No,No,Yes,3,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,558.7676959426639,1676.3030878279915,No,No
CUST-00535,Female,Yes,No,Yes,213,Yes,No,No,Yes,No,No,Two year,No,Electronic check,388.93453391413584,82843.05572371093,No,No
CUST-00536,Female,Yes,No,No,276,No,No,No,Yes,No,Yes,One year,No,Electronic check,617.6542035297406,170472.5601742084,No,No
CUST-00537,Female,No,No,No,12,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.229939515721526,458.7592741886583,No,No
CUST-00538,Female,No,No,Yes,222,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,424.22815281360914,94178.64992462123,No,No
CUST-00539,Female,Yes,No,No,188,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,607.6560927702402,114239.34544080516,No,No
CUST-00540,Male,No,Yes,No,297,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,110.80285211094352,32908.44707695022,Yes,No
CUST-00541,Female,Yes,No,No,8,No,No,Yes,Yes,No,No,One year,No,Mailed check,429.1539745888754,3433.2317967110034,Yes,No
CUST-00542,Female,No,Yes,Yes,161,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,551.7497663225827,88831.71237793581,No,No
CUST-00543,Female,No,Yes,No,409,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),250.71700152603162,102543.25362414694,No,No
CUST-00544,Female,No,Yes,No,252,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),179.52919051446503,45241.356009645184,No,No
CUST-00545,Female,Yes,Yes,No,130,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),381.8016384216289,49634.21299481176,No,No
CUST-00546,Female,No,Yes,No,102,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),121.2429475839076,12366.780653558575,Yes,No
CUST-00547,Male,Yes,Yes,No,154,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),671.9823764932682,103485.28597996332,No,No
CUST-00548,Female,No,Yes,Yes,158,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,384.3369999510129,60725.24599226004,No,No
CUST-00549,Female,Yes,No,No,71,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),213.32064561721708,15145.765838822414,Yes,No
CUST-00550,Female,No,Yes,No,117,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),474.2698128322912,55489.56810137807,No,No
CUST-00551,Female,Yes,No,No,317,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,739.9604275088069,234567.45552029178,No,No
CUST-00552,Female,Yes,No,No,157,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.43419139005425,13727.168048238518,Yes,No
CUST-00553,Female,No,Yes,No,48,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,156.33811324176403,7504.229435604673,No,No
CUST-00554,Female,Yes,No,No,50,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),483.8450908786826,24192.25454393413,Yes,No
CUST-00555,Female,Yes,Yes,No,48,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),27.630753834106905,1326.2761840371313,Yes,No
CUST-00556,Male,Yes,No,No,262,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,502.0688383728623,131542.0356536899,Yes,No
CUST-00557,Female,No,Yes,No,57,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,423.73422995160615,24152.85110724155,No,No
CUST-00558,Female,No,Yes,No,52,No,No,No,No,No,No,One year,Yes,Electronic check,252.35261345299304,13122.335899555637,No,No
CUST-00559,Female,Yes,No,No,269,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),703.9308401015414,189357.39598731464,No,No
CUST-00560,Female,Yes,No,No,35,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.29153711111732,1830.2037988891063,No,No
CUST-00561,Female,No,Yes,No,103,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),368.5016256120217,37955.66743803824,No,No
CUST-00562,Female,Yes,No,No,9,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,23.722348051138244,213.5011324602442,Yes,No
CUST-00563,Male,Yes,No,Yes,92,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.97040812769006,6713.277547747486,Yes,No
CUST-00564,Female,Yes,No,No,42,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.22216822945664,3495.331065637179,Yes,No
CUST-00565,Female,Yes,Yes,No,38,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),555.2063309541215,21097.840576256618,No,No
CUST-00566,Female,Yes,No,No,139,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,197.6064952223506,27467.302835906732,Yes,No
CUST-00567,Female,No,No,No,335,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,396.3391879901006,132773.6279766837,Yes,No
CUST-00568,Female,No,Yes,Yes,52,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,36.92173852149118,1919.9304031175413,No,No
CUST-00569,Female,No,Yes,No,43,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,369.86614584679063,15904.244271411997,No,No
CUST-00570,Female,No,No,Yes,73,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,155.63233513628248,11361.160464948622,No,No
CUST-00571,Female,No,No,Yes,112,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),388.63964384501867,43527.64011064209,No,No
CUST-00572,Female,Yes,No,No,393,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),560.7767657790563,220385.26895116913,No,No
CUST-00573,Female,No,Yes,Yes,63,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),181.14410593347856,11412.078673809148,No,No
CUST-00574,Female,No,No,Yes,363,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),346.80227384373677,125889.22540527645,No,No
CUST-00575,Female,Yes,Yes,No,190,Yes,No,No,No,Yes,No,Two year,No,Electronic check,581.40867596944,110467.6484341936,No,No
CUST-00576,Male,Yes,No,No,328,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),603.5702597700041,197971.04520456135,No,No
CUST-00577,Female,No,Yes,No,28,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,467.57360522647735,13092.060946341366,No,No
CUST-00578,Male,No,Yes,Yes,235,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.16410604197992,25888.564919865283,No,No
CUST-00579,Female,No,Yes,Yes,190,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,293.7089385763956,55804.698329515166,No,No
CUST-00580,Female,No,Yes,Yes,155,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),129.40177988894374,20057.275882786278,No,No
CUST-00581,Female,Yes,Yes,No,96,Yes,No,No,No,No,No,Two year,No,Mailed check,500.2777004584443,48026.659244010654,No,No
CUST-00582,Female,No,Yes,Yes,162,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,270.7632097588821,43863.639980938904,No,No
CUST-00583,Female,Yes,No,No,67,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,341.4521771137073,22877.29586661839,Yes,No
CUST-00584,Male,No,No,No,166,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,284.6631032605224,47254.07514124672,Yes,No
CUST-00585,Female,Yes,Yes,No,376,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,569.6115571067113,214173.94547212345,Yes,No
CUST-00586,Male,No,No,No,370,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,271.6498855370503,100510.45764870862,Yes,No
CUST-00587,Female,No,Yes,Yes,109,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,20.026099383272644,2182.8448327767182,No,No
CUST-00588,Female,Yes,Yes,No,177,No,No,No,No,No,No,Month-to-month,No,Electronic check,508.83686987488295,90064.12596785428,No,No
CUST-00589,Male,Yes,No,No,327,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,576.4961605937049,188514.2445141415,No,No
CUST-00590,Female,No,Yes,No,139,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,542.5209015197028,75410.40531123869,No,No
CUST-00591,Female,No,Yes,No,28,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,443.18796182980304,12409.262931234485,No,No
CUST-00592,Female,Yes,Yes,Yes,168,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),194.77516940043657,32722.228459273345,No,No
CUST-00593,Female,Yes,No,Yes,107,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),188.83644018593077,20205.499099894594,Yes,No
CUST-00594,Female,No,Yes,No,32,No,No,Yes,No,No,No,One year,Yes,Electronic check,579.0924844137096,18530.959501238707,No,No
CUST-00595,Female,Yes,No,No,215,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),666.7918922864042,143360.2568415769,No,No
CUST-00596,Female,No,Yes,Yes,78,No,No,No,Yes,No,No,One year,No,Mailed check,26.664682311798483,2079.845220320282,No,No
CUST-00597,Male,No,No,No,144,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),323.13897831797107,46532.012877787834,Yes,No
CUST-00598,Female,No,Yes,Yes,33,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.8976539416145,3824.622580073278,No,No
CUST-00599,Male,Yes,No,Yes,104,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),505.84886486853065,52608.28194632719,No,No
CUST-00600,Male,Yes,No,No,116,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),307.9111838146974,35717.69732250489,Yes,No
CUST-00601,Male,Yes,Yes,Yes,93,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.2791437431436,9418.960368112355,No,No
CUST-00602,Male,No,Yes,No,402,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,223.38948736092655,89802.57391909248,Yes,No
CUST-00603,Male,No,No,Yes,144,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,497.9437313066855,71703.8973081627,No,No
CUST-00604,Female,No,Yes,No,198,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,255.90288718698815,50668.771663023654,No,No
CUST-00605,Female,No,Yes,No,63,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),867.0584493753225,54624.68231064532,No,No
CUST-00606,Male,Yes,No,No,199,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,520.0519873317039,103490.34547900908,No,No
CUST-00607,Female,No,No,Yes,93,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,433.6286096575192,40327.46069814928,No,No
CUST-00608,Female,No,Yes,No,24,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.21096808159743,1997.0632339583383,No,No
CUST-00609,Male,Yes,Yes,No,202,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),450.2581173445726,90952.13970360367,No,No
CUST-00610,Female,No,No,No,153,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,614.5313879363894,94023.30235426757,No,No
CUST-00611,Male,No,No,No,252,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),251.54361961093267,63388.99214195503,Yes,No
CUST-00612,Male,Yes,No,Yes,98,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,270.85241657051154,26543.53682391013,No,No
CUST-00613,Female,No,Yes,No,177,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),251.63749203672336,44539.83609050004,No,No
CUST-00614,Female,No,Yes,Yes,126,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,86.22936546742083,10864.900048895026,No,No
CUST-00615,Male,Yes,Yes,Yes,150,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),669.7096967916533,100456.454518748,No,No
CUST-00616,Female,Yes,No,Yes,31,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,264.8739791484552,8211.093353602111,No,No
CUST-00617,Male,Yes,Yes,Yes,10,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,122.18122558891471,1221.812255889147,No,No
CUST-00618,Female,No,Yes,Yes,76,No,No,No,No,Yes,No,One year,No,Electronic check,282.3937905593481,21461.928082510454,No,No
CUST-00619,Male,Yes,Yes,Yes,57,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),219.73851600028053,12525.09541201599,No,No
CUST-00620,Female,Yes,No,No,27,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,30.746111276096308,830.1450044546003,Yes,No
CUST-00621,Female,No,No,No,42,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.62197083130589,2168.1227749148475,Yes,No
CUST-00622,Male,No,Yes,No,338,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,469.49436745538696,158689.0961999208,Yes,No
CUST-00623,Female,Yes,No,Yes,14,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.16119704857839,1598.2567586800974,No,No
CUST-00624,Female,Yes,No,No,33,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),332.12980726719746,10960.283639817517,Yes,No
CUST-00625,Female,Yes,Yes,No,37,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),432.32309068776186,15995.95435544719,No,No
CUST-00626,Female,No,Yes,No,13,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),282.6799222323458,3674.8389890204953,No,No
CUST-00627,Female,No,No,No,32,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,342.1403342506048,10948.490696019353,No,No
CUST-00628,Female,No,No,Yes,5,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.30043541451111,421.5021770725556,No,No
CUST-00629,Male,No,No,No,110,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),122.84858574359927,13513.34443179592,Yes,No
CUST-00630,Female,Yes,No,No,323,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),653.771468435609,211168.18430470172,No,No
CUST-00631,Female,Yes,Yes,No,117,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,463.0194604566965,54173.27687343349,No,No
CUST-00632,Female,No,Yes,No,138,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,480.0275015211084,66243.79520991296,No,No
CUST-00633,Female,Yes,No,Yes,377,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,118.83023829933818,44798.99983885049,No,No
CUST-00634,Female,Yes,No,No,8,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),270.7346923790403,2165.8775390323226,Yes,No
CUST-00635,Female,Yes,No,No,26,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,127.78362826742558,3322.374334953065,No,No
CUST-00636,Female,Yes,No,No,46,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),411.60045748241,18933.62104419086,No,No
